Judul,Content,Category
"Asah Kemandirian, 90 Siswa SDAMADA Jalani Program Ismuba di Pondok Pak Guru Pacet, Mojokerto","SIDOARJO (RadarJatim.id) — Sebanyak 90 murid kelas 6 SD Muhammadiyah 2 Sidoarjo (SDAMADA), didampingi 12 guru berangkat menuju Pondok Pak Guru, Claket, Pacet, Mojokerta, Rabu (29/3/2023). Kegiatan ini merealisasikan program Ismuba (Ke-Islaman, Ke-Muhammadiyahan, dan Bahasa Arab) lewat Pondok Ramadhan yang dikomandani oleh Ya’qub Chamidi, SS, MPd, selaku Kepala Urusan Ismuba. “Tujuan kegiatan ini adalah untuk meningkatkan ketakwaan, serta melatih kemandirian anak-anak dalam menghadapi kehidupan yang sebenarnya kelak. Anak -anak akan merasakan bagaimana mesti menyiapkan kebutuhan sendiri, bertoleransi dengan teman sebaya, menghormati yang tua, dan saling berbagi,” ujar Kepala SDAMADA, Nana Liesdiana, SPd,MM, pada proses pembukaan pemberangkatan, Rabu (29/3/2023). Dikatakan, meski tidak lama, mereka akan dilatih dan praktik mengatur aktivitasnya sendiri. Diharapkan, kegiatan ini akan membekas pada diri para murid, terutama dalam hal kemandirian. “Sebab, memberikan ilmu kepada anak-anak itu bagai melukis di atas batu. Tidak mudah hilang dan selalu diingat,” tandas Nana. Kegiatan itu dilakukan selama dua hari, Rabu-Kamis, 29-30 Maret 2023, yang bertepatan dengan  7-8 Ramadhan 1444 H. Acara pemberangkatan ditutup dengan doa oleh Muhamamd Basir, MThI., dengan harapan agar kegiatan berlangsung lancar dan sukses. Dengan predikat Excellent School of Muhammadiyah versi Muhammadiyah Educaton Award 2021, Sekolah Penggerak, Sekolah Inklusi, dan Sekolah Ramah Anak, SD Muhammadiyah 2 Sidoarjo, menyiapkan banyak kegiatan sebagai bentuk pelayanan pendidikan kepada masyarakat, khususnya peserta didik. “Termasuk pada bulan Ramadhan digelar berbagai kegiatan, di antaranya Pondok Ramadhan untuk murid kelas 1-6, Pondok Ramadhan guru dan karyawan, penerimaan serta pembagian zakat fitrah dan zakat maal, berbagi takjil dan bakti sosial. Dua kegiatan terakhir, bekerja sama dengan komite sekolah,” tambah Nana. (red/lis)",Religi
"Safari Ramadhan di Masjid At Tanwir GDM, Camat Kebomas Tekankan Sinergitas Ulama-Umaro","GRESIK (RadarJatim.id) — Camat Kebomas Jusuf Ansyori menekankan pentinynya penguatan sinergitas antara ulama dan umaro (pejabat pemerintah) dalam melayani masyarakat. Hal itu untuk menciptakan kondisi sosial yang kondusif bagi masyarakat. Ajakan itu disampaikan saat melakukan Safari Ramadhan bersama jajaran Muspika dan Majelis Ulama Indonesia (MUI) Kecamatan Kebomas, Gresik, Jawa Timur, di Masjid At Tanwir di komplek Gedung Dakwah Muhammadiyah (GDM) Gresik, Selasa (28/3/2023) malam. Rombongan Muspika yang juga diikuti Kepala KUA Kebomas, Khalili,  perwakilan Koramil dan Polsek, serta MUI, juga Dewan Masjid Indonesia (DMI) Kebomas itu bersilaturahmi dengan jamaah masjid di bawah naungan Pimpinan Daerah Muhammadiyah (PDM) Gresik itu, sekaligus mengikuti salat Isyak dan tarawih secara berjamaah. Selepas tarawih itulah berlangsung agenda Safari Ramadan. “Alhamdulillah, sinergitas ulama dan umaro di Kebomas sudah berjalan dengan baik. Kami berharap ini terus mendapat penguatan, sehingga bisa memberikan pelayanan yang maksimal kepada masyarakat, khususnya dalam penciptaan situasi Kamtibmas, termasuk memberikan rasa aman dan nyaman dalam menjalani ibadah,” ungkap Camat Jusuf. Pada kesempatan itu, Jusuf juga menyampaikan program Pemerintah Kabupaten (Pemkab) Gresik yang mesti dimanfaatkan oleh warga. Di antaranya, layanan kesehatan gratis (hanya membawa KTP) yang dikemas dalam program UHC (Universal Health Coverage) dan penanganan kemiskinan ekstrem. Ia juga menyinggung Kamtibmas penciptaan situasi Kamtibmas yang kondusif. “Kebomas ini tumbuh banyak industri, sehingga banyak diserbu warga luar yagg cari kerja, termasuk berdirinya banyak kos-kosan. Mohon kerja sama masyarakat untuk sama-sama menjaga lingkungannya masing. Cepat laporkan ke kami kalau menemui fakta atau kejadian yang mengganggu kenyamanan warga,” tandas Jusuf. Kepala KUA Kebomas, Khalili menyampaikan, saat ini lagi gencar program dari Kementrian Agama, yakni sertifikasi tanah wakaf dan sertifikasi halal bagi pengusaha makan dan minum. “Wakaf tanah untuk masjid dan musholla yang sudah berlangsung selama ini akan kami tertibkan dengan membantu pengurusan proses akte wakaf. Sementara untuk pengusaha UMKM yang bergerak di bidang makanan dan minuman, kami bantu prosesnya untuk mendapatkan sertifikat halal, apalagi ini tidak ada biaya alias gratis,” ungkap Khalili di depan jamaah seusai salat tarawih. (sto)",Religi
"Tingkatkan Kualitas, Dafi Pesantren Al Quran Lakulan Standardisasi Hafalan","SIDOARJO (Radarjatim.id) — Upaya meningkatkan kualitas para santrinya. Utamanya dalam hal tahfizd atau hafalan. Dafi Pesantren Al-Quran Science telah mengadakan kegiatan standardisasi hafalan, yang rutin dilaksanakan tiap tiga bulan sekali. Terbaru diselenggarakan, pada Rabu 22 Maret 2023 di Masjid Nabawi Anggaswangi, Sukodono Sidoarjo. Direktur Dafi Pesantren Al Quran Science Ustdz Agus Hariadi, S.Pd.I Al-Hafiz mengatakan kalauStandarisasi hafalan ini  adalah upaya kami menstandarkan kualitas hafalan para santri. Kegiatan ini dimulai dengan santri mentasmi’kan seluruh hafalan yang akan diujikan. Hafalan yang diujikan lima juz dan kelipatannya. “Adapun pengujinya adalah Ketua Penjamin Mutu Pondok Pesantren Al-Qur’an Science yaitu KH.Dr.Mudawi Ma’arif, LC, MA, Al-Hafiz yang berhasil menjadi  juara MHQ Internasional sekaligus Pembina MHQ Nasional dan Internasional,” katanya. Ia juga menyampaikan bahwa standarisasi ini merupakan kegiatan yang bagus untuk meningkatkan kualitas hafalan santri. “Makanya, saya berpesan di bulan Ramadan 1444 H ini para penghafal Al-Quran bisa lebih fokus dan intens dalam mengulang-ngulang hafalan,” pesannya. Ustadz Agus Hariadi juga menambah kalau kegiatan standarisasi hafalan ini dilaksanakan secara jama’ , mulai di Dafi Vabang Pacet, Malang dan terakhir di Sidoarjo. Puluhan santri telah mengikutinya mulai kelas 7 sampai kelas 12. “Alhamdulillah semua dinyatakan lulus,” tambahnya. Sementara itu, Taqiya salah satu santri kelas 11 sekaligus Ketua OSIS telah mengikuti ujian standarisasi 10 juz. Ia berpendapat bahwa memurojaah hafalan memerlukan motivasi yang kuat, baik dari diri sendiri maupun lingkungan. Dengan mengikuti kegiatan ini sangat membantu menemukan memotivasi kuat dalam melancarkan hafalan. “Semoga kegiatan ini terus istiqamah dilaksanakan demi terwujudnya kualitas hafalan santri yang mutaqin, sebagai calon pemimpin yang berjiwa nasionalis,” ungkapnya.(mad)",Pendidikan
Ratusan Siswa SMAMDA Sidoarjo Antusias Mengikuti Kegiatan Baitul Arqom,"SIDOARJO (Radarjatim.id) – Sekitar 430 siswa kelas X SMA Muhammadiyah 2 (SMAMDA) Sidoarjo terlihat sangat antusiasi mengikuti Baitul Arqom. Antusias tersebut terlihat ketika mereka  mengikuti salah satu program kegiatan dalam Baitul Arqom, yang diselenggarakan pada (28/3/2023) siang,  yakni saat prosesi praktek merawat/pemulasaraan janazah. Ungkapan tersebut disampaikan salah satu siswa Albin Putera P. Siswa kelas X 7 ini mengaku sangat senang sekali mendapatkan ilmu seperti ini, karena memandikan jenazah itu jarang sekali dilakukan oleh anak-anak remaja. “Kami sangat senang sekali, dan keilmuan ini akan saya manfaatkan dengan sebaik-baiknya. Nantinya, kami harus berani untuk merawat jenazah, khususnya di lingkungan sendiri,” ungkap Albin. Mereka dengan tekun mengikuti penjelasaan dari gurunya, yaitu Nur Hasan Basri sebagai guru Al Islam dan Kemuhammadiyahan, tentang pengenalan proses kehidupan nyata yang suatu saat pasti dihadapi oleh anak-anak dan kita semuanya. “Jadi materi yang kami berikan, minimal ada empat kewajiban pemulasaraan jenazah yang diajarkan, mulai dari memandikan, mengkafani, mensholati dan mengubur,” jelas Nur Hasan. Oleh karena itu, dengan pengalaman seperti ini, mereka nantinya berani saat menghadapi bila ada kerabat atau keluarganya yang meninggal dunia bisa rawat sendiri tanpa menunggu dari orang lain. Jadi pembekalan ilmu perawatan jenaiz ini sangat bermanfaat sekali. “Setidaknya, dalam pelaksanaannya, setiap siswa yang mengikuti dianjurkan untuk menerapkan sesuai sunnah yang telah ditentukan,” katanya. Kepala SMAMDA Sidoarjo, M. Zainul Arifin, S.Kom., M.M mengatakan dalam Baitul Arqom ini, khususnya yang kegiatan merawat jenazah adalah untuk mempersiapkan siswa kita untuk membantu masyarakat, khususnya keluarganya masing-masing. “Jadi, anak-anak bisa memanfaatkan dengan sebaik-baiknya, sehingga setelah kegiatan Baitul Arqom ini diharapk an bisa mengaplikasikan sesuai dengan harapan orang tua menitipkan anak-anaknya  ke SMAMDA,” harap Zainul Arifin.(mad)",Pendidikan
"Fisik Terbatas, Hafidzah Cilik Risma Asal Gresik yang Curi Perhatian di Ajang Hafidz Indonesia 2023","GRESIK (RadarJatim.id) — Afreda Kharisma Azzahra (Risma) adalah peserta program TV Hafidz Indonesia 2023 asal Dusun Tanjungsari, Desa Randuboto, Kecamatan Sidayu, Kabupaten Gresik, Jawa Timur. Ia menjadi satu dari 24 peserta yang unjuk gigi dalam ajang pencarian bakat religi yang ditayangkan RCTI selama bulan Ramadan tahun ini. Risma sendiri diketahui memiliki keterbatasan fisik dan penglihatan. Meski begitu, Risma tetap semangat dalam belajar menghafalkan kitab suci Al-Quran. Di umurnya yang baru 7 tahun, Risma telah berhasil menghafalkan sebanyak 7 juz dalam Al-Quran. Sebelumnya, Risma telah bertemu dengan Wakil Bupati Gresik Aminatun Habibah di kantor Wabup, Senin (19/12/2022) lalu. Saat bertemu dengan Risma, Wabup merasa sangat senang dan terharu melihat anak Gresik yang berprestasi, meski dengan keterbatasan fisiknya. Wabup yang akrab disapa Bu Min itu, juga sempat menguji kemampuan hafalan Risma. Tanpa banyak berpikir, Risma dengan cepat menjawab potongan ayat yang dilontarkan oleh Bu Min untuk dilanjutkan. “Bu Min hanya berpesan, Risma harus terus belajar dan semangat. Bu Min yakin, Risma akan mendapatkan hasil yang terbaik nantinya,” ucap Bu Min. Dalam kesempatan tersebut, Risma yang ditemani kedua orang tuanya dan Kepala UPT Layanan Pendidikan Anak Berkebutuhan Khusus, Innik Hikmatin, meminta doa restu kepada Bu Min, sebelum berangkat ke Jakarta. “Bu Min, Risma mohon doa restunya supaya lancar ya,” kata Risma. Sebagai informasi, Risma bukanlah satu-satunya peserta Hafidz Indonesia 2023 asal Gresik. Ada pula Siti Firda Amanatun Nafisah (Ais) yang berusia 11 tahun asal Desa Legowo, Kecamatan Bungah, Kabupaten Gresik. Keduanya telah beberapa kali tampil dan mengundang pujian para juri. Di antaranya disampaikan oleh Syekh Hussein Jaber, Nabilah Abdul Rahim Bayan, juga Amir Faishol Fath. (sto)",Religi
SMKN 2 Buduran Perkuat Karakter Melalui Baca Hingga Tahfidz Al Quran,"SIDOARJO (Radarjatim.id) – Dalam menguatkan karakter guru dan siswa-siswanya. SMK Negeri 2 Buduran melakukan gerakan membaca Al Quran, bahkan hingga mencapai tahfidz. Meskipun sudah dilakukan secara rutin. Namun bertepatan dengan adanya bulan Ramadhan 1444 H ini lebih digiatkan lagi. Kondisi tersebut ditegaskan Kepala SMK Negeri 2 Buduran Sidoarjo Dra. Hj Mariya Ernawati, MM usai menyemangati gerakan membaca Al Quran di sekolahnya, pada (28/3/2023) pagi. Ia katakan, membaca Al Quran di sekolah merupakan upaya memperkuat kemampuan literasi peserta didik muslim dalam membaca dan memahami Al Quran. “Kegiatan keagamaan rutinitas terjadwal tidak hanya dalam intrakurikuler tapi juga ekstrakurikuler. Bukan sekedar baca usai jam sekolah, namun hingga lanjut kelas tahfidz,” tegasnya. Menurutnya, berbagai kegiatan keagamaan selain baca Al Quran juga ada Istighotsah setiap Jumat serta ekstrakurikuler Tilawah, Al Banjari, Kerohanian Islam. “Dalam bulan Ramadhan 1444 H ini juga ada buku laporan kegiatan mulai sahur sampai dengan tarowih,  bentuknya file/tabel/buku ramadhan dan juga bentuk video,” katanya. Ia berharap, literasi ini bisa membentuk karakter yang kokoh, kuat sehingga terbentuk pribadi yang beriman/bertaqwa yang masuk dimensi pertama Profil Pelajar Pancasila. Tidak ketinggalan juga bapak/ibu guru karyawan juga ada program khotmil Quran. “Semoga bisa saling memotivasi dalam kebaikan dan menggelorakan akhlak mulia di segala aspek kehidupan,” harap Mariya Ernawati. Lanjutnya, begitu juga untuk kegiatan Pondok Ramadhan 1444 H ini juga dijadwal mulai pagi hingga sholat tarowih serta tadarus Al Quran, semoga tidak hanya memahami tapi juga kita aplikasikan maknanya dalam kehidupan sehari-hari . “Kami juga beri reward untuk 10 peserta terbaik per tingkat, semoga termotivasi untuk terus belajar menuju kebaikan, aamiin,” doa Bu Mariya_sapaan akrabnya.(mad)",Pendidikan
Siswi SMK Sepuluh Nopember Jadi Tahfidz Al Quran Memudahkan Belajar Akademik,"SIDOARJO (Radarjatim.id) – Belajar menghafal Al Quran atau menjadi Tahfidz ternyata rasanya lebih memudahkan bejalar pelajaran umum atau akademik. Itulah yang dirasakan Aisyatunnajwa Azzahroh siswi kelas X  FKK (Farmasi Klinik dan Komunitas) 1 SMK Sepuluh Nopember Sidoarjo. Aisyatunnajwa yang mulai belajar menghafal sejak sekolah dasar ini juga mengaku, bila tidak mengaji itu rasanya hampa, kadang gelisah. Oleh sebab itu saya terus mengutamakan untuk mengaji terlebih dahulu. “Mengutamakan mengaji itu ternyata rasanya lebih memudahkan untuk belajar di sekolah. Jadi setelah mengaji itu rasanya enak, dan gampang untuk memahi materi pelajaran umum,” ungkap Aisyatunnajwa saat ditemui di sekolahnya, pada Senin (27/3/2023) pagi. Karena melakukan rutinitas dalam menghafal Al Quran, kini sudah hafal hingga 7 Juz dan ditambah Juz Amma, totalnya 8 juz. Ia mengaku dalam proses menghafal itu terkadang sampai menangis, karena harus dikejar target. “Kondisi itu waktu saya masih di Ponpes dan sekolah di MTs. Namun setelah target terpenuhi rasanya enak dan lega. Itulah senangnya kalau menjadi Tahfidz Al Quran,” ungkap Aisyatunnajwa yang bercita-cita ingin menjadi apoteker. Sementara itu, Fatkhul Hadi, S.Th.I M.Pd Gr selaku guru PAI (Pendidikan Agama Islam) di SMK Sepuluh Nopember Sidoarjo menjelaskan kalau pihak sekolah sangat mendukung dan mensupport bagi siswa-siswanya mengaji. Bahkan kalau di sekolah bagi mereka yang tahfidz ada kegiatan rutin, yaitu Khothmil Quran Bil Ghoib, jadi belajar menghafal Al Quran tanpa melihat ayat-ayat setiap hari jumat. “Mereka kita kumpulkan, kita kasih wadah agar mereka bisa menjaga hafalanya,” jelasnya. Ia juga mengaku kalau sekolahnya setiap PPDB (Penerimaan Peserta Didik Baru) juga memfasilitasi bagi siswa yang tahfidz. Mereka diberikan fasilitas potong/diskon pendaftaran. “Namun mereka juga harus diuji dahulu, dan minimal sudah hafal Al Quran sebanyak 3 juz untuk mendapatkan fasilitas potongan pendaftaran di SMK Sepuluh Nopember,” pungkas Fatkhul Hadi.(mad)",Pendidikan
MUI-Muspika Kebomas Safari Ramadhan Keliling Masjid,"GRESIK (RadarJatim) — Pengurus Majelis Ulama Indonesia (MUI), Dewan Masjid Indonesia (DMI), dan jajaran Muspika Kebomas, Gresik, Jawa Timur melakukan safari Ramadhan dengan mendatangi masjid-masjid di wilayah Kecamatan Kebomas, Sabtu (26/3/2023). Selain silaturahmi, program itu dilakukan untuk mendeteksi permasalahan keumatan yang berkembang di masyarakat sekaligus mencarikan solusinya. Masjid Mambaul Ulum di Desa Sekar Kurung yang kali pertama didatangi pada Sabtu (25/3/2023) malam, seusai salat Isyak berjamaah dilanjut tarawih, lalu beberapa sambutan secara bergilir. Ketua MUI Kecamatan Kebomas Munhamir bersyukur bahwa saat ini sudah banyak masjid di Kebomas yang takmirnya lulusan dari pondok pesantren. “Dengan pernah mengecap pendidikan di pondok pesantren, maka bisa diterapkan dan sekaligus memberikan pencerahan pada warga serta jamaah, dan dalam mengelola terutama soal taharoh akan lebih terjaga,” jelas Munhamir. Kepala KUA Kebomas Khalili membeberkan beberapa program dari Kementerian Agama. Dikatakan, saat ini lagi ada program pengurusan sertifikat halal bagi pelaku UMKM yang bergerak dalam bidang makanan dan minuman. “Di desa ini banyak pelaku usaha makanan dan minuman. Mumpung ada program pengurusan sertidikat halal secara gratis, ini mesti disambut dengan antusias. Kalau mengurus dengan berbayar minimal masih di atas Rp 2,5 juta,” terang Khalili. (sto)",Religi
Panduan Khatamkan Al Quran selama Bulan Ramadhan SDIT Al Ibrah Gresik,,Religi
"SD Muhammadiyah 2 Sidoarjo Tempuh Munaqosah bersama UMMI Foundation, Luluskan 109 Siswa","SIDOARJO (RadarJatim.id) — Sebanyak 109 siswa SD Muhammadiyah 2 Sidoarjo (SDAMADA) mengikuti munaqosah pada Minggu (19/3/2023) siang hinga sore. Materi yang diujikan di antaranya, fashohah (membaca Al-Quran dengan tartil dan sesuai kaidah tajwid), hafalan (meliputi hafalan surat-surat pendek maupun panjang), ghorib (teori-teori bacaan yang tidak biasa di Al-Quran), dan tajwid (penguasan teori  dan mengurai ayat). Ustadz Ahmad Dakhoir, Koordinator Munaqis UMDA merasa bangga kepada SD Muhammadiyah 2 Sidoarjo, yang bersemangat dan aktif mengirimkan siswa-siswinya untuk melaksanakan munaqoyah. “Alhamdulilah, saya bangga, SDAMADA terbilang baru 2 tahun bergabung dengan Ummi Foundation, telah mampu mencetak lulusan Al-Quran dengan nilai bagus dan maksimal. Semoga ke depannya lebih baik lagi” , ujarnya. SD Muhammadiyah 2 Sidoarjo menjalin kerja sama dengan Ummi Foundation Sidoarjo sebagai upaya membumikan Al-Quran di sekolah tersebut. Metode UmmiI adalah metode praktis membaca Al-Quran secara baik dan benar dengan cara direct method dan repetition. Menurut Tim Ummi Foundation, metode ini adalah metode yang tidak hanya efektif, tetapi juga menyenangkan. Metode ini disebut-sebut sebagai  metode mengajar yang efektif meningkatkan kemampuan membaca Al-Quran. Master Trainer Ummi Foundation, Ustadz Mustaqim SPd, menuturkan, ‘ummi‘ adalah bahasa arab yang artinya ibu. Kata ibu dipilih karena memiliki sifat sabar, tabah, dan lembut. Motto UMMI itu mudah, menyenangkan, dan menyentuh hati, sangat relevan untuk siswa-siswi belajar mudah Al-Quran. Dikatakan, semua hal yang dapat menunjang keberhasilan metode ini terus diupayakan. Di antaranya terus mengembangkan kompetensi 16 guru BTQ yang telah besertifikasi dan 2 di antaranya adalah hafidz Al-Quran 30 juz. “Besyukur dan terharu, Alhamdulillah munaqosah tahun kedua dengan UMMI Foundation kali ini meluluskan 109 siswa mencakup ujian juz 30, juz 29, juz 28, dan tartil Al-Quran.Tahun pertama sebelumnya, meluluskan 54 siswa,” ungkap Ustadzah Suprihatin, Koordinator BTQ di SDAMADA. Sementara itu, Ustadz Ya’qub Chamidi SS, MPd, Kepala Urusan Al-Islam Kemuhammadiyahan dan Bahasa Arab (Kaur Ismuba) SDAMADA, bersyukur karena munaqosah berjalan lancar. Ia juga mengucapkan terima kasih kepada para pihak, khususnya para ustadz dan ustadzah BTQ. Diharapkan, semua peserta yang lulus munaqosah lebih semangat menyiapkan diri di acara imtihan ke-2 yang dijadwalkan pada 21 Mei 2023 dan menjadi generasi Qur’ani sebagaimana visi misi sekolah. “Kami berharap para peserta dapat menjadi generasi Qur’ani yang hafidz, shalih, dan tentunya bermanfaat buat masyarakat,” ujarnya. (Wanda Dhia Arnianto)",Religi
